"","gutenberg_id","story","line","word"
"93",1597,"THE EMPEROR'S NEW CLOTHES",29,"thread"
"94",1597,"THE EMPEROR'S NEW CLOTHES",30,"knapsacks"
"95",1597,"THE EMPEROR'S NEW CLOTHES",30,"continued"
"96",1597,"THE EMPEROR'S NEW CLOTHES",30,"pretended"
"97",1597,"THE EMPEROR'S NEW CLOTHES",30,"empty"
"98",1597,"THE EMPEROR'S NEW CLOTHES",30,"looms"
"99",1597,"THE EMPEROR'S NEW CLOTHES",31,"late"
"100",1597,"THE EMPEROR'S NEW CLOTHES",31,"night"
"101",1597,"THE EMPEROR'S NEW CLOTHES",33,"weavers"
"102",1597,"THE EMPEROR'S NEW CLOTHES",33,"cloth"
"103",1597,"THE EMPEROR'S NEW CLOTHES",34,"emperor"
"104",1597,"THE EMPEROR'S NEW CLOTHES",34,"time"
"105",1597,"THE EMPEROR'S NEW CLOTHES",34,"elapsed"
"106",1597,"THE EMPEROR'S NEW CLOTHES",35,"embarrassed"
"107",1597,"THE EMPEROR'S NEW CLOTHES",35,"remembered"
"108",1597,"THE EMPEROR'S NEW CLOTHES",35,"simpleton"
"109",1597,"THE EMPEROR'S NEW CLOTHES",36,"unfit"
"110",1597,"THE EMPEROR'S NEW CLOTHES",36,"office"
"111",1597,"THE EMPEROR'S NEW CLOTHES",36,"unable"
"112",1597,"THE EMPEROR'S NEW CLOTHES",36,"manufacture"
"113",1597,"THE EMPEROR'S NEW CLOTHES",37,"risk"
"114",1597,"THE EMPEROR'S NEW CLOTHES",37,"person"
"115",1597,"THE EMPEROR'S NEW CLOTHES",38,"prefer"
"116",1597,"THE EMPEROR'S NEW CLOTHES",38,"sending"
"117",1597,"THE EMPEROR'S NEW CLOTHES",38,"bring"
"118",1597,"THE EMPEROR'S NEW CLOTHES",38,"intelligence"
"119",1597,"THE EMPEROR'S NEW CLOTHES",39,"weavers"
"120",1597,"THE EMPEROR'S NEW CLOTHES",39,"troubled"
"121",1597,"THE EMPEROR'S NEW CLOTHES",39,"affair"
"122",1597,"THE EMPEROR'S NEW CLOTHES",40,"people"
"123",1597,"THE EMPEROR'S NEW CLOTHES",40,"city"
"124",1597,"THE EMPEROR'S NEW CLOTHES",40,"heard"
"125",1597,"THE EMPEROR'S NEW CLOTHES",40,"wonderful"
"126",1597,"THE EMPEROR'S NEW CLOTHES",40,"property"
"127",1597,"THE EMPEROR'S NEW CLOTHES",41,"cloth"
"128",1597,"THE EMPEROR'S NEW CLOTHES",41,"possess"
"129",1597,"THE EMPEROR'S NEW CLOTHES",41,"anxious"
"130",1597,"THE EMPEROR'S NEW CLOTHES",41,"learn"
"131",1597,"THE EMPEROR'S NEW CLOTHES",41,"wise"
"132",1597,"THE EMPEROR'S NEW CLOTHES",42,"ignorant"
"133",1597,"THE EMPEROR'S NEW CLOTHES",42,"neighbors"
"134",1597,"THE EMPEROR'S NEW CLOTHES",42,"prove"
"135",1597,"THE EMPEROR'S NEW CLOTHES",44,"send"
"136",1597,"THE EMPEROR'S NEW CLOTHES",44,"faithful"
"137",1597,"THE EMPEROR'S NEW CLOTHES",44,"minister"
"138",1597,"THE EMPEROR'S NEW CLOTHES",44,"weavers"
"139",1597,"THE EMPEROR'S NEW CLOTHES",44,"emperor"
"140",1597,"THE EMPEROR'S NEW CLOTHES",45,"deliberation"
"141",1597,"THE EMPEROR'S NEW CLOTHES",46,"cloth"
"142",1597,"THE EMPEROR'S NEW CLOTHES",46,"sense"
"143",1597,"THE EMPEROR'S NEW CLOTHES",46,"suitable"
"144",1597,"THE EMPEROR'S NEW CLOTHES",47,"office"
"145",1597,"THE EMPEROR'S NEW CLOTHES",49,"faithful"
"146",1597,"THE EMPEROR'S NEW CLOTHES",49,"minister"
"147",1597,"THE EMPEROR'S NEW CLOTHES",49,"hall"
"148",1597,"THE EMPEROR'S NEW CLOTHES",49,"knaves"
"149",1597,"THE EMPEROR'S NEW CLOTHES",50,"empty"
"150",1597,"THE EMPEROR'S NEW CLOTHES",50,"looms"
"151",1597,"THE EMPEROR'S NEW CLOTHES",51,"meaning"
"152",1597,"THE EMPEROR'S NEW CLOTHES",51,"eyes"
"153",1597,"THE EMPEROR'S NEW CLOTHES",51,"wide"
"154",1597,"THE EMPEROR'S NEW CLOTHES",52,"discover"
"155",1597,"THE EMPEROR'S NEW CLOTHES",52,"bit"
"156",1597,"THE EMPEROR'S NEW CLOTHES",52,"thread"
"157",1597,"THE EMPEROR'S NEW CLOTHES",52,"looms"
"158",1597,"THE EMPEROR'S NEW CLOTHES",53,"express"
"159",1597,"THE EMPEROR'S NEW CLOTHES",53,"aloud"
"160",1597,"THE EMPEROR'S NEW CLOTHES",55,"impostors"
"161",1597,"THE EMPEROR'S NEW CLOTHES",55,"requested"
"162",1597,"THE EMPEROR'S NEW CLOTHES",55,"courteously"
"163",1597,"THE EMPEROR'S NEW CLOTHES",56,"nearer"
"164",1597,"THE EMPEROR'S NEW CLOTHES",56,"looms"
"165",1597,"THE EMPEROR'S NEW CLOTHES",56,"design"
"166",1597,"THE EMPEROR'S NEW CLOTHES",56,"pleased"
"167",1597,"THE EMPEROR'S NEW CLOTHES",57,"colors"
"168",1597,"THE EMPEROR'S NEW CLOTHES",57,"beautiful"
"169",1597,"THE EMPEROR'S NEW CLOTHES",57,"time"
"170",1597,"THE EMPEROR'S NEW CLOTHES",58,"empty"
"171",1597,"THE EMPEROR'S NEW CLOTHES",58,"frames"
"172",1597,"THE EMPEROR'S NEW CLOTHES",58,"poor"
"173",1597,"THE EMPEROR'S NEW CLOTHES",58,"minister"
"174",1597,"THE EMPEROR'S NEW CLOTHES",58,"looked"
"175",1597,"THE EMPEROR'S NEW CLOTHES",58,"looked"
"176",1597,"THE EMPEROR'S NEW CLOTHES",59,"discover"
"177",1597,"THE EMPEROR'S NEW CLOTHES",59,"looms"
"178",1597,"THE EMPEROR'S NEW CLOTHES",59,"reason"
"179",1597,"THE EMPEROR'S NEW CLOTHES",61,"simpleton"
"180",1597,"THE EMPEROR'S NEW CLOTHES",62,"unfit"
"181",1597,"THE EMPEROR'S NEW CLOTHES",62,"office"
"182",1597,"THE EMPEROR'S NEW CLOTHES",63,"confess"
"183",1597,"THE EMPEROR'S NEW CLOTHES",64,"stuff"
"184",1597,"THE EMPEROR'S NEW CLOTHES",66,"sir"
"185",1597,"THE EMPEROR'S NEW CLOTHES",66,"minister"
"186",1597,"THE EMPEROR'S NEW CLOTHES",66,"knaves"
"187",1597,"THE EMPEROR'S NEW CLOTHES",66,"pretending"
"188",1597,"THE EMPEROR'S NEW CLOTHES",67,"stuff"
"189",1597,"THE EMPEROR'S NEW CLOTHES",67,"pleases"
"190",1597,"THE EMPEROR'S NEW CLOTHES",69,"excellent"
"191",1597,"THE EMPEROR'S NEW CLOTHES",69,"replied"
"192",1597,"THE EMPEROR'S NEW CLOTHES",69,"minister"
"193",1597,"THE EMPEROR'S NEW CLOTHES",69,"loom"
"194",1597,"THE EMPEROR'S NEW CLOTHES",70,"spectacles"
"195",1597,"THE EMPEROR'S NEW CLOTHES",70,"pattern"
"196",1597,"THE EMPEROR'S NEW CLOTHES",70,"colors"
"197",1597,"THE EMPEROR'S NEW CLOTHES",71,"emperor"
"198",1597,"THE EMPEROR'S NEW CLOTHES",71,"delay"
"199",1597,"THE EMPEROR'S NEW CLOTHES",71,"beautiful"
"200",1597,"THE EMPEROR'S NEW CLOTHES",73,"obliged"
"201",1597,"THE EMPEROR'S NEW CLOTHES",73,"impostors"
"202",1597,"THE EMPEROR'S NEW CLOTHES",74,"named"
"203",1597,"THE EMPEROR'S NEW CLOTHES",74,"colors"
"204",1597,"THE EMPEROR'S NEW CLOTHES",74,"pattern"
"205",1597,"THE EMPEROR'S NEW CLOTHES",74,"pretended"
"206",1597,"THE EMPEROR'S NEW CLOTHES",75,"stuff"
"207",1597,"THE EMPEROR'S NEW CLOTHES",75,"minister"
"208",1597,"THE EMPEROR'S NEW CLOTHES",75,"listened"
"209",1597,"THE EMPEROR'S NEW CLOTHES",75,"attentively"
"210",1597,"THE EMPEROR'S NEW CLOTHES",75,"words"
"211",1597,"THE EMPEROR'S NEW CLOTHES",76,"repeat"
"212",1597,"THE EMPEROR'S NEW CLOTHES",76,"emperor"
"213",1597,"THE EMPEROR'S NEW CLOTHES",76,"knaves"
"214",1597,"THE EMPEROR'S NEW CLOTHES",77,"silk"
"215",1597,"THE EMPEROR'S NEW CLOTHES",77,"gold"
"216",1597,"THE EMPEROR'S NEW CLOTHES",77,"complete"
"217",1597,"THE EMPEROR'S NEW CLOTHES",78,"begun"
"218",1597,"THE EMPEROR'S NEW CLOTHES",79,"knapsacks"
"219",1597,"THE EMPEROR'S NEW CLOTHES",79,"continued"
"220",1597,"THE EMPEROR'S NEW CLOTHES",79,"apparent"
"221",1597,"THE EMPEROR'S NEW CLOTHES",79,"diligence"
"222",1597,"THE EMPEROR'S NEW CLOTHES",80,"empty"
"223",1597,"THE EMPEROR'S NEW CLOTHES",80,"looms"
"224",1597,"THE EMPEROR'S NEW CLOTHES",82,"emperor"
"225",1597,"THE EMPEROR'S NEW CLOTHES",82,"officer"
"226",1597,"THE EMPEROR'S NEW CLOTHES",82,"court"
"227",1597,"THE EMPEROR'S NEW CLOTHES",83,"ascertain"
"228",1597,"THE EMPEROR'S NEW CLOTHES",83,"cloth"
"229",1597,"THE EMPEROR'S NEW CLOTHES",84,"ready"
"230",1597,"THE EMPEROR'S NEW CLOTHES",84,"gentleman"
"231",1597,"THE EMPEROR'S NEW CLOTHES",84,"minister"
"232",1597,"THE EMPEROR'S NEW CLOTHES",85,"surveyed"
"233",1597,"THE EMPEROR'S NEW CLOTHES",85,"looms"
"234",1597,"THE EMPEROR'S NEW CLOTHES",86,"empty"
"235",1597,"THE EMPEROR'S NEW CLOTHES",86,"frames"
"236",1597,"THE EMPEROR'S NEW CLOTHES",88,"stuff"
"237",1597,"THE EMPEROR'S NEW CLOTHES",88,"beautiful"
"238",1597,"THE EMPEROR'S NEW CLOTHES",88,"lord"
"239",1597,"THE EMPEROR'S NEW CLOTHES",89,"minister"
"240",1597,"THE EMPEROR'S NEW CLOTHES",89,"impostors"
"241",1597,"THE EMPEROR'S NEW CLOTHES",89,"emperor's"
"242",1597,"THE EMPEROR'S NEW CLOTHES",89,"ambassador"
"243",1597,"THE EMPEROR'S NEW CLOTHES",90,"time"
"244",1597,"THE EMPEROR'S NEW CLOTHES",90,"gestures"
"245",1597,"THE EMPEROR'S NEW CLOTHES",90,"talking"
"246",1597,"THE EMPEROR'S NEW CLOTHES",91,"design"
"247",1597,"THE EMPEROR'S NEW CLOTHES",91,"colors"
"248",1597,"THE EMPEROR'S NEW CLOTHES",93,"stupid"
